t,x1
0.0,0.1
0.005,-0.07546967817129513
0.01,-0.13313666085988896
0.015,0.07621866063777535
0.02,0.1608996011799803
0.025,0.1344131130467796
0.03,0.25273044698488434
0.035,0.18237846289216933
0.04,0.047496887624738554
0.045,0.10810955704694936
0.05,-0.18757323757249508
0.055,-0.20254844875340483
0.06,-0.3685315118116501
0.065,-0.39187129842781365
0.07,-0.4886358202645464
0.075,-0.4906717173999774
0.08,-0.5924953381784407
0.085,-0.5364593033865058
0.09,-0.597660190432182
0.095,-0.5526054175207236
0.1,-0.5466162908507566
0.105,-0.5045586566082271
0.11,-0.44272091525791735
0.115,-0.549339159788243
0.12,-0.664194612378578
0.125,-0.6656372444759444
0.13,-0.7153156726100377
0.135,-0.8460578083277042
0.14,-0.6677056219610699
0.145,-0.654800817347586
0.15,-0.7197416661968536
0.155,-0.709460453887778
0.16,-0.701091972729081
0.165,-0.6696442685022911
0.17,-0.6904582719171611
0.17500000000000002,-0.5866150580697727
0.18,-0.5036814619402015
0.185,-0.5619057702838736
0.19,-0.5400542824964442
0.195,-0.6972324775564452
0.2,-0.7485618413545523
0.20500000000000002,-0.822000888860535
0.21,-0.625508275999475
0.215,-0.7497270872369807
0.22,-0.5472345320054804
0.225,-0.5617544736875562
0.23,-0.718935349349602
0.23500000000000001,-0.8489281228263412
0.24,-0.8098175345998051
0.245,-0.7710882274442576
0.25,-0.6512724470473668
0.255,-0.7552997348793251
0.26,-0.8440576325147849
0.265,-0.8358961944900977
0.27,-0.7990318547367014
0.275,-0.833733094164502
0.28,-0.9599170332138225
0.28500000000000003,-1.000596590400669
0.29,-0.9675575167207934
0.295,-0.8274801797393594
0.3,-0.7129096520758567
0.305,-0.741227895222725
0.31,-0.7723170880335904
0.315,-0.6604608070510731
0.32,-0.5770969957266522
0.325,-0.626543821701433
0.33,-0.5597211726032674
0.335,-0.4880594182498044
0.34,-0.48550788471156836
0.34500000000000003,-0.3392328993571282
0.35000000000000003,-0.507043973398708
0.355,-0.4890708062275271
0.36,-0.4963202266562262
0.365,-0.5674697489764021
0.37,-0.51779540465798
0.375,-0.5904220867445057
0.38,-0.5270333089917842
0.385,-0.39672710422015667
0.39,-0.2504474728810547
0.395,-0.2597985813007787
0.4,-0.15034998218965856
0.405,0.03623814953346874
0.41000000000000003,-0.0045096566951117745
0.41500000000000004,0.08482690399767591
0.42,-0.03923374483241024
0.425,-0.08775420961324054
0.43,-0.04777214212673836
0.435,-0.0009119453529971636
0.44,0.027065566649941333
0.445,-0.01881410742869477
0.45,-0.08365395163995762
0.455,-0.0657965410492424
0.46,-0.025260927812605805
0.465,0.10181161313903446
0.47000000000000003,0.043550376026626855
0.47500000000000003,0.14929250831673288
0.48,0.086825161928332
0.485,-0.08464371124857645
0.49,-0.19568681912927122
0.495,-0.14481246230675818
0.5,-0.0007750195919522529
0.505,0.17482232614083423
0.51,0.22736645039925063
0.515,0.2880762776860317
0.52,0.27134218053582754
0.525,0.03469190314179907
0.53,0.0736473405477685
0.535,0.1289683407139906
0.54,0.0744195305724836
0.545,0.07217615031193732
0.55,-0.18073214383056918
0.555,0.06221644718688693
0.56,-0.007160693852534809
0.5650000000000001,0.07880514402459654
0.5700000000000001,0.16170724205071313
0.5750000000000001,0.08332043780702537
0.58,-0.0016418711927182472
0.585,-0.2141216233790793
0.59,-0.20816442350442943
0.595,-0.23091981576042225
0.6,-0.24401670137870035
0.605,-0.28953432908223287
0.61,-0.4915361580106983
0.615,-0.3855672068541842
0.62,-0.4655774832479685
0.625,-0.42187559339730474
0.63,-0.6247693796586126
0.635,-0.7401036743456083
0.64,-0.7379655851741227
0.645,-0.3897917024960766
0.65,-0.49669544861856807
0.655,-0.5175722058182917
0.66,-0.44932618496074206
0.665,-0.26937528269902367
0.67,-0.19428991018791564
0.675,-0.22034435273342776
0.68,-0.37172176516332933
0.685,-0.3906451195010531
0.6900000000000001,-0.38611138675512896
0.6950000000000001,-0.43261314525397215
0.7000000000000001,-0.22804984833876205
0.705,-0.27089923824270923
0.71,-0.31760906025952734
0.715,-0.15799512547166092
0.72,0.006387030137045502
0.725,0.042768506728793725
0.73,0.036700818081598405
0.735,0.15361264402014557
0.74,0.13514400183024017
0.745,0.2192316678235034
0.75,0.18059978635583174
0.755,0.20102261079630945
0.76,0.1274621873221457
0.765,0.035289256228135044
0.77,-0.0297155050299375
0.775,-0.10642251733211763
0.78,-0.017677665374943488
0.785,-0.14630188357781704
0.79,-0.14821472049114182
0.795,-0.15762325893394383
0.8,-0.186310374559031
0.805,-0.3970146659215007
0.81,-0.31578160630170504
0.8150000000000001,-0.24348818609847955
0.8200000000000001,-0.04860193397186538
0.8250000000000001,0.06385785173594538
0.8300000000000001,0.16048953656348858
0.835,-0.039780897998047876
0.84,-0.18977851476908986
0.845,-0.3943427475166085
0.85,-0.2050983757418754
0.855,-0.3008825167611279
0.86,-0.3094901780625725
0.865,-0.33778725844578616
0.87,-0.49815072839077923
0.875,-0.390808635601226
0.88,-0.25674544322314674
0.885,-0.26845770385196566
0.89,-0.40510641293323313
0.895,-0.371645484933372
