t,x1
0.0,0.1
0.005,0.08612376505668844
0.01,0.06725513847672843
0.015,0.015793576440470178
0.02,0.05364230828158946
0.025,0.046230263240429725
0.03,0.1145828485540575
0.035,0.1388016561154301
0.04,-0.09700431508222296
0.045,0.01855076947590681
0.05,-0.11089951979814813
0.055,-0.0543247691786898
0.06,-0.17668004413303315
0.065,-0.23865048859893576
0.07,-0.22481708546039772
0.075,-0.10140776271039283
0.08,-0.2534472883442471
0.085,-0.36217271975024634
0.09,-0.3721361050829395
0.095,-0.42731423542386726
0.1,-0.5432578560463365
0.105,-0.5919283103679454
0.11,-0.651418808292277
0.115,-0.8383502319781444
0.12,-0.8290399003281329
0.125,-0.7996168215636451
0.13,-0.6590199526454327
0.135,-0.7971456967977707
0.14,-0.915473533712867
0.145,-0.7562817649940201
0.15,-0.8163729703090271
0.155,-0.9103385212625468
0.16,-0.730858651024754
0.165,-0.6551680077873321
0.17,-0.6489317577554007
0.17500000000000002,-0.6442612644764383
0.18,-0.5883946639580194
0.185,-0.3944215070405422
0.19,-0.5693250148592093
0.195,-0.6335840010185003
0.2,-0.5086443848096551
0.20500000000000002,-0.6448374962826044
0.21,-0.6675556295634547
0.215,-0.6586321222714172
0.22,-0.6115116830763643
0.225,-0.643077173509872
0.23,-0.4829437034055324
0.23500000000000001,-0.5042496625104985
0.24,-0.5197479488758145
0.245,-0.42464660761814876
0.25,-0.3968391489878634
0.255,-0.49810936399565253
0.26,-0.5736179927693363
0.265,-0.5051087808687686
0.27,-0.5333671466745423
0.275,-0.6717618466761865
0.28,-0.6468156065766484
0.28500000000000003,-0.7948345762928147
0.29,-0.8351580262348858
0.295,-0.8981857802130196
0.3,-0.8282129363175723
0.305,-0.919571443028498
0.31,-0.8968835451240261
0.315,-0.979770544633615
0.32,-0.9596756581522143
0.325,-1.0895169762642205
0.33,-1.149757563327138
0.335,-1.1344375321995446
0.34,-1.1368256637772662
0.34500000000000003,-1.1281967451994093
0.35000000000000003,-1.044713070551098
0.355,-0.992721453829548
0.36,-0.9809034615412623
0.365,-0.9624411331486838
0.37,-1.1813908524309156
0.375,-1.2407086562662482
0.38,-1.3560686721525557
0.385,-1.5150294425989002
0.39,-1.682904447693729
0.395,-1.7408238179270472
0.4,-1.8292939477526637
0.405,-1.8903419845019722
0.41000000000000003,-1.9015327941685565
0.41500000000000004,-1.9553949178241627
0.42,-1.7779502024407479
0.425,-1.5900412961873436
0.43,-1.6844909361775262
0.435,-1.6866939714309095
0.44,-1.6272919292364398
0.445,-1.7957435975555678
0.45,-1.774382228769678
0.455,-1.8329126416689148
0.46,-1.9835012486465304
0.465,-1.9983783748110342
0.47000000000000003,-2.149877440161442
0.47500000000000003,-2.1471094120950625
0.48,-2.2003476667837183
0.485,-2.1399708230294223
0.49,-2.2232762927106258
0.495,-2.1315554402893904
0.5,-2.012605179238131
0.505,-2.1578443218869903
0.51,-2.067197137713537
0.515,-2.087807226900627
0.52,-2.0793007800383245
0.525,-1.9828911048141462
0.53,-2.006199093116698
0.535,-1.944556177965449
0.54,-1.9384527245818555
0.545,-2.125013632764236
0.55,-2.0334158834942455
0.555,-1.9354985936691935
0.56,-2.058618042564514
0.5650000000000001,-2.30201919582929
0.5700000000000001,-2.3961422476899554
0.5750000000000001,-2.534348790745596
0.58,-2.516488701428583
0.585,-2.4262217738005267
0.59,-2.5176931460677703
0.595,-2.5755429456367134
0.6,-2.5282164809085086
0.605,-2.540063591698287
0.61,-2.396922163809541
0.615,-2.405757872654596
0.62,-2.467744731884212
0.625,-2.4538371369545304
0.63,-2.3958802622912554
0.635,-2.1859980660506526
0.64,-2.1801792028647458
0.645,-2.042419567195396
0.65,-2.0043005582759412
0.655,-1.9896056605313595
0.66,-2.135474005224154
0.665,-2.263860030394828
0.67,-2.2579209215478784
0.675,-2.294415773781703
0.68,-2.1680969077446237
0.685,-2.345996978697421
0.6900000000000001,-2.0908385560891984
0.6950000000000001,-2.0696323015336073
0.7000000000000001,-2.0065083785323337
0.705,-1.9126360784833951
0.71,-1.6606977548549744
0.715,-1.5437104391918173
0.72,-1.3606539912262134
0.725,-1.426658213277378
0.73,-1.344468674032538
0.735,-1.3273178084176969
0.74,-1.355428070861079
0.745,-1.3414503778171758
0.75,-1.2591280280948824
0.755,-1.1256287826130502
0.76,-1.0872100254022867
0.765,-1.0226238819719071
0.77,-1.1074917564309334
0.775,-1.029473093158618
0.78,-0.8878900223054594
0.785,-0.9675187817283181
0.79,-1.0385005659606141
0.795,-1.1230667328824706
0.8,-1.2125280868058792
0.805,-1.269841681728158
0.81,-1.3041391291012636
0.8150000000000001,-1.4711408854823915
0.8200000000000001,-1.4324654052252384
0.8250000000000001,-1.4510224130953373
0.8300000000000001,-1.522864633163526
0.835,-1.4831978140159503
0.84,-1.3016606037327034
0.845,-1.259123597553365
0.85,-1.0393834636630022
0.855,-0.9397750962415847
0.86,-0.885112174344811
