t,x1
0.0,0.1
0.005,-0.0017230931284861611
0.01,-0.09384439084294824
0.015,-0.25450890424177014
0.02,-0.07906948127322311
0.025,-0.04878427782882282
0.03,-0.2729346460176887
0.035,-0.3190508823010161
0.04,-0.41640188782760845
0.045,-0.42413613462260447
0.05,-0.4801042945333208
0.055,-0.3020052777319128
0.06,-0.47316317794091256
0.065,-0.6281197935435414
0.07,-0.8855125377791639
0.075,-0.8424301436251629
0.08,-0.7280116461051372
0.085,-0.6457578267151064
0.09,-0.6003886863315293
0.095,-0.6067624516574522
0.1,-0.7007684500790252
0.105,-0.7062125359379572
0.11,-0.7062952271326285
0.115,-0.8172726778595911
0.12,-0.7487351594842546
0.125,-0.8695578976914982
0.13,-0.835415363595283
0.135,-0.7664953624344533
0.14,-0.7257108268673255
0.145,-0.6380470739354499
0.15,-0.552849658057113
0.155,-0.5751318117372012
0.16,-0.46232006149767907
0.165,-0.41770411657947537
0.17,-0.3585143147226681
0.17500000000000002,-0.5343575857771887
0.18,-0.3332613699402448
0.185,-0.45926710502143886
0.19,-0.6621375166840018
0.195,-0.6386500968531593
0.2,-0.5434070238475178
0.20500000000000002,-0.5629481282066506
0.21,-0.4544241915320509
0.215,-0.5069416801650927
0.22,-0.5757006631808751
0.225,-0.6183303442770522
0.23,-0.7673524580339253
0.23500000000000001,-0.6654044344796652
0.24,-0.7788928620098929
0.245,-0.6266535152435024
0.25,-0.5708402722913767
0.255,-0.6923606624976656
0.26,-0.6253545123322485
0.265,-0.5051183275058788
0.27,-0.43153342957442814
0.275,-0.43309736081312605
0.28,-0.47126891673213855
0.28500000000000003,-0.41259467013766626
0.29,-0.45870574104754147
